SKU,Category,Date,Historical_Price,Recommended_Price,Historical_Volume,Simulated_Volume,Historical_Revenue,Simulated_Revenue,Historical_Margin,Simulated_Margin
SKU0023,Home & Kitchen,2025-01-02,7395.180000000001,8765.99,20.300000000000004,15.77515730184732,150122.15400000007,138284.8711564206,18172.154000000028,35746.348694413005
SKU0024,Home & Kitchen,2025-01-02,2278.023,2421.99,20.600000000000005,19.07463992482549,46927.27380000002,46198.58715152809,9847.273800000004,11864.235286842202
SKU0025,Home & Kitchen,2025-01-02,1867.0870000000004,1752.99,26.40000000000001,28.5056673651086,49291.09680000003,49970.14983436173,12331.096800000016,10062.215523209685
SKU0026,Beauty & Personal Care,2025-01-02,1224.215,1162.99,32.800000000000004,34.3445651612278,40154.252,39942.385836856316,10634.251999999999,9032.277191751298
SKU0027,Beauty & Personal Care,2025-01-02,634.942,620.49,41.0,41.85244207140558,26032.622,25969.021780886447,5532.622,5042.800745183658
SKU0028,Beauty & Personal Care,2025-01-02,731.989,861.49,34.50000000000001,29.282192367047767,25253.620500000005,25226.31590228798,2828.620500000002,6192.890863706933
SKU0029,Beauty & Personal Care,2025-01-02,2402.51,2255.49,30.500000000000004,32.492421957358324,73276.55500000002,73286.33280060212,18376.555000000008,14799.973277357136
SKU0030,Beauty & Personal Care,2025-01-02,2794.677,2682.49,34.2,35.635174331626786,95577.95340000001,95590.99879284552,20337.953400000006,17193.6152632666
SKU0031,Beauty & Personal Care,2025-01-02,474.10100000000006,613.99,45.2,35.32503336960751,21429.365200000004,21689.217238605317,1089.3652000000027,5792.952222281936
SKU0032,Sports & Fitness,2025-01-02,3905.973,3786.49,23.700000000000003,24.679934304040344,92571.56010000002,93450.32444290572,21471.560100000002,19410.521530784685
SKU0033,Sports & Fitness,2025-01-02,1140.431,1138.49,35.00000000000001,35.07093883997793,39915.08500000001,39927.91315992647,8415.085000000003,8364.068203946335
SKU0034,Sports & Fitness,2025-01-02,1980.497,2372.99,37.00000000000001,29.59990910348152,73278.38900000001,70240.2883034706,6678.389000000004,16960.451917203867
SKU0035,Sports & Fitness,2025-01-02,850.1620000000001,839.99,30.40000000000001,30.835606077211093,25844.92480000001,25901.600748796547,4564.924800000006,4316.676494748781
SKU0036,Sports & Fitness,2025-01-02,3387.6280000000006,3290.99,14.1,14.648066037957008,47765.554800000005,48206.63885025613,11105.554800000009,10121.66715156791
SKU0037,Sports & Fitness,2025-01-02,555.4820000000001,728.99,31.000000000000007,22.474527372691167,17219.942000000006,16383.705709418135,169.94200000000265,4022.7156544379923
SKU0038,Books & Stationery,2025-01-02,543.3330000000001,570.99,47.2,44.56200221043979,25645.317600000006,25444.45764213902,4405.317600000004,5391.556647441111
SKU0039,Books & Stationery,2025-01-02,348.65600000000006,314.99,48.7,54.71531074774072,16979.547200000005,17234.77573243085,2369.547200000003,820.1825081086339
SKU0040,Books & Stationery,2025-01-02,548.0330000000001,662.49,47.80000000000001,38.32999583828302,26195.97740000001,25393.238942904118,2295.9774000000066,6228.241023762608
SKU0041,Books & Stationery,2025-01-02,296.63200000000006,250.49,55.0,66.70398757591843,16314.760000000004,16708.68184789181,2564.7600000000034,32.68495391220064
SKU0042,Books & Stationery,2025-01-02,913.022,988.49,51.10000000000001,46.55569639619299,46655.42420000001,46019.840330672814,5775.424200000003,8775.283213718418
SKU0043,Books & Stationery,2025-01-02,682.1820000000001,847.99,42.7,33.061755893051725,29129.171400000007,28036.038379748934,1374.1714000000056,6545.897049265312
SKU0044,Pet Supplies,2025-01-02,2025.326,2053.99,33.900000000000006,33.35899206099091,68658.55140000001,68519.03610335471,14418.551400000004,15144.648805769255
SKU0045,Pet Supplies,2025-01-02,1409.5060000000003,1310.49,30.200000000000003,32.14192838790076,42567.081200000015,42121.67573306007,9347.08120000001,6765.554506369232
SKU0046,Pet Supplies,2025-01-02,541.806,566.49,40.50000000000001,39.10152882199459,21943.143000000004,22150.625062371717,3718.1430000000023,4554.937092474151
SKU0047,Pet Supplies,2025-01-02,418.119,418.49,50.00000000000001,49.96525281745614,20905.950000000004,20909.95865157722,3405.950000000002,3422.1201654675715
SKU0048,Pet Supplies,2025-01-02,1032.5300000000002,1163.49,43.8,38.868428022955975,45224.814000000006,45223.02732042905,5804.8140000000085,10241.44209976867
SKU0049,Pet Supplies,2025-01-02,2343.1050000000005,2363.99,41.400000000000006,41.04492240202282,97004.54700000004,97029.78610915791,22484.547000000024,23148.92578551684
SKU0001,Electronics,2025-01-03,11916.528000000002,10161.99,14.8,18.8720324784896,176364.61440000005,191777.40532608653,57964.614400000035,40801.145498169724
SKU0002,Electronics,2025-01-03,19398.998000000003,25026.99,23.40000000000001,14.035596561840428,453936.55320000026,351268.7347972148,32736.55320000009,98627.99668408709
SKU0003,Electronics,2025-01-03,37275.77900000001,36731.99,16.200000000000003,16.81969644395203,603867.6198000002,617820.9215822815,117867.61980000018,113230.02826372058
SKU0004,Electronics,2025-01-03,12940.728000000005,11606.99,11.900000000000002,14.158204182039048,153994.66320000007,164334.1343588854,46894.66320000006,36910.296720533974
SKU0005,Electronics,2025-01-03,6935.4000000000015,7752.99,20.40000000000001,17.391214936021367,141482.1600000001,134833.9154868243,19082.16000000004,30486.62587069609
SKU0006,Electronics,2025-01-03,45194.82800000001,46359.49,22.300000000000004,20.618311780433327,1007844.6644000004,955854.418801881,71244.66440000021,89885.32402368124
SKU0007,Electronics,2025-01-03,18181.157,14626.49,12.000000000000002,17.349770678428744,218173.88400000002,253766.24733033124,74173.884,45568.99918918631
SKU0008,Groceries,2025-01-03,661.9540000000001,783.49,71.70000000000002,59.82217253203333,47462.10180000002,46870.07395712279,8027.101800000007,13967.879064504463
SKU0009,Groceries,2025-01-03,1010.6940000000002,1116.99,64.7,59.63219950062781,65391.901800000014,66608.57052020627,10396.901800000012,15921.20094467262
SKU0010,Groceries,2025-01-03,602.7820000000002,550.99,57.600000000000016,63.57458829005067,34720.24320000002,35028.962401935016,10528.243200000012,8327.635320113737
SKU0011,Groceries,2025-01-03,653.714,685.49,63.80000000000001,61.15014547161429,41706.95320000001,41917.81321933688,8530.953200000005,10119.73757409745
SKU0012,Groceries,2025-01-03,453.22600000000006,487.49,47.80000000000001,44.410779524267696,21664.202800000006,21649.810910285258,4456.202800000004,5661.930281548889
SKU0013,Groceries,2025-01-03,388.501,352.49,51.30000000000001,56.51496562329607,19930.101300000002,19920.960232555633,5566.1013,4096.769858032732
SKU0014,Apparel,2025-01-03,594.047,628.99,27.300000000000004,25.52285422186405,16217.483100000003,16053.62007701027,2567.4831000000013,3292.1929660782444
SKU0015,Apparel,2025-01-03,2000.7930000000003,2108.99,28.000000000000007,26.246589775652343,56022.20400000003,55353.79537095303,11222.204000000012,13359.25172990928
SKU0016,Apparel,2025-01-03,3308.6760000000004,2814.99,28.40000000000001,34.74293886196542,93966.39840000003,97801.02546704403,31486.39840000002,21366.559970720107
SKU0017,Apparel,2025-01-03,3310.5270000000005,3667.49,29.40000000000001,25.778956593227957,97329.49380000004,94544.06551609759,15009.49380000002,22362.987055059315
SKU0018,Apparel,2025-01-03,2426.3290000000006,2659.49,33.300000000000004,29.71362793802701,80796.75570000004,79023.09636490344,17526.755700000023,22567.203282652128
SKU0019,Apparel,2025-01-03,2231.0650000000005,1833.99,25.800000000000004,32.74823607320508,57561.47700000002,60059.93747589738,18861.477000000017,10937.583366089764
SKU0020,Home & Kitchen,2025-01-03,6735.456000000001,6238.49,15.400000000000002,17.148529908198107,103726.02240000003,106980.9323469948,26726.02240000002,21238.28280600427
SKU0021,Home & Kitchen,2025-01-03,4488.795000000001,4992.99,24.1,20.90463695962888,108179.95950000003,104376.64329305741,16599.959500000026,24939.022846467655
SKU0022,Home & Kitchen,2025-01-03,4821.101000000001,4038.49,16.300000000000004,20.573564589361474,78583.94630000003,83086.13485849042,26423.946300000018,17250.728172533698
SKU0023,Home & Kitchen,2025-01-03,7331.752000000001,8765.99,23.800000000000004,18.296793909789614,174495.69760000007,160389.51244527666,19795.697600000036,41460.352031644165
SKU0024,Home & Kitchen,2025-01-03,2271.121,2421.99,18.6,17.1499402610094,42242.850600000005,41536.983812762155,8762.850600000002,10667.091342945234
SKU0025,Home & Kitchen,2025-01-03,1855.943,1752.99,21.000000000000004,22.524735748588125,38974.80300000001,39485.6365199175,9574.803000000002,7951.006471894122
SKU0026,Beauty & Personal Care,2025-01-03,1220.228,1162.99,29.300000000000004,30.594732523848013,35752.680400000005,35581.36797791,9382.680400000003,8046.108706446789
SKU0027,Beauty & Personal Care,2025-01-03,639.883,620.49,22.500000000000007,23.13971583024736,14397.367500000006,14357.962275510185,3147.3675000000017,2788.1043603865046
SKU0028,Beauty & Personal Care,2025-01-03,730.3590000000002,861.49,31.40000000000001,26.57777545329184,22933.27260000001,22896.487775256388,2523.2726000000057,5620.933730616691
SKU0029,Beauty & Personal Care,2025-01-03,2391.4490000000005,2255.49,39.7,42.08081504303377,94940.52530000002,94912.85752141224,23480.525300000023,19167.390443951444
SKU0030,Beauty & Personal Care,2025-01-03,2819.9210000000003,2682.49,35.5,37.32284180013818,100107.19550000002,100118.14990045266,22007.19550000001,18007.89794014866
SKU0031,Beauty & Personal Care,2025-01-03,471.051,613.99,36.00000000000001,27.917421055840027,16957.836000000003,17141.01735407522,757.8359999999997,4578.177878947206
SKU0032,Sports & Fitness,2025-01-03,3893.7350000000006,3786.49,24.1,24.993450791817,93839.01350000002,94637.45148870714,21539.013500000015,19657.099113256147
SKU0033,Sports & Fitness,2025-01-03,1125.998,1138.49,22.1,21.807337004621708,24884.555800000002,24827.435106391767,4994.555800000001,5200.831802232231
SKU0034,Sports & Fitness,2025-01-03,1975.849,2372.99,28.200000000000003,22.44752636122943,55718.9418,53267.755579933815,4958.941799999999,12862.208129720846
SKU0035,Sports & Fitness,2025-01-03,859.5390000000002,839.99,31.800000000000004,32.67519684069716,27333.34020000001,27446.83859421721,5073.340200000008,4574.200805729196
SKU0036,Sports & Fitness,2025-01-03,3394.6100000000006,3290.99,24.100000000000005,25.07708035808652,81810.10100000002,82528.42068765915,19150.101000000017,17328.011756634198
SKU0037,Sports & Fitness,2025-01-03,557.9050000000001,728.99,36.10000000000001,26.35110041359512,20140.370500000008,19209.688690506708,285.3705000000032,4716.58346302939
SKU0038,Books & Stationery,2025-01-03,546.8770000000001,570.99,51.60000000000001,49.0889962220477,28218.85320000001,28029.325952827014,4998.853200000004,5939.277652905552
SKU0039,Books & Stationery,2025-01-03,354.21700000000004,337.99,60.400000000000006,63.72692436529367,21394.706800000004,21539.06316622561,3274.7068000000027,2420.985856637507
SKU0040,Books & Stationery,2025-01-03,546.0200000000001,662.49,45.60000000000001,36.40007269520992,24898.51200000001,24114.68415984962,2098.5120000000047,5914.647812244661
SKU0041,Books & Stationery,2025-01-03,291.62700000000007,250.49,59.500000000000014,70.76015801884901,17351.80650000001,17724.71198214149,2476.8065000000047,34.67247742923666
SKU0042,Books & Stationery,2025-01-03,930.1530000000002,988.49,45.50000000000001,42.36054068259102,42321.96150000002,41872.9708593344,5921.961500000012,7984.5383132615825
SKU0043,Books & Stationery,2025-01-03,680.913,847.99,55.1,42.63374792475574,37518.306300000004,36152.99190271362,1703.3063000000006,8441.055751622389
SKU0044,Pet Supplies,2025-01-03,2013.476,2053.99,33.2,32.45091591599596,66847.40320000002,66653.85678229653,13727.403200000004,14732.391316702997
SKU0045,Pet Supplies,2025-01-03,1419.487,1310.49,39.6,42.380012923082695,56211.68520000001,55538.58313557064,12651.685200000004,8920.568920179678
SKU0046,Pet Supplies,2025-01-03,543.936,566.49,32.5,31.46898304494436,17677.920000000002,17826.86420513053,3052.920000000001,3665.8218349055687
SKU0047,Pet Supplies,2025-01-03,412.4570000000001,418.49,34.0,33.61162273732278,14023.538000000004,14066.127999342212,2123.5380000000036,2302.060041279238
SKU0048,Pet Supplies,2025-01-03,1033.937,1163.49,34.5,30.634210991420066,35670.826499999996,35642.598146407334,4620.8264999999965,8071.808254129273
SKU0049,Pet Supplies,2025-01-03,2357.9480000000003,2363.99,30.90000000000001,30.822727790410067,72860.59320000003,72864.62026925149,17240.593200000014,17383.71024651337
SKU0001,Electronics,2025-01-04,11854.161000000002,10161.99,16.200000000000003,20.470031331542017,192037.40820000006,208016.25369081667,62437.40820000004,44256.00303848052
SKU0002,Electronics,2025-01-04,19376.115000000005,25026.99,23.200000000000003,13.87893817235589,449525.8680000002,347348.04685016914,31925.868000000126,97527.15974776313
SKU0003,Electronics,2025-01-04,36829.103,34608.99,6.0,7.130803597274847,220974.61800000002,246789.9103900492,40974.61800000002,32865.80247180378
SKU0004,Electronics,2025-01-04,13138.951,11606.99,10.500000000000004,12.821240283634038,137958.98550000004,148816.00775973743,43458.9855,33424.845207031096
SKU0005,Electronics,2025-01-04,6937.957,7752.99,23.100000000000005,19.72198483617748,160266.80670000004,152904.35121503563,21666.806700000012,34572.442197970755
SKU0006,Electronics,2025-01-04,44906.17800000001,45924.99,29.40000000000001,27.456890233631142,1320241.6332000007,1260957.4094106078,85441.63320000024,107768.01959809984
SKU0007,Electronics,2025-01-04,18147.369,14626.49,10.8,15.606932191714986,195991.5852,228274.63763279733,66391.58519999999,40991.45133221749
SKU0008,Groceries,2025-01-04,661.7320000000001,783.49,56.400000000000006,47.00486626647498,37321.68480000001,36827.84267112048,6301.684800000005,10975.166224559243
SKU0009,Groceries,2025-01-04,995.297,1116.99,71.10000000000001,64.72366144679,70765.61670000001,72295.68259944997,10330.616700000002,17280.570369678462
SKU0010,Groceries,2025-01-04,611.575,550.99,52.80000000000001,59.220412697861214,32291.16000000001,32629.855192394552,10115.160000000005,7757.281859292841
SKU0011,Groceries,2025-01-04,649.7790000000001,685.49,50.70000000000001,48.323194217389634,32943.79530000001,33125.06640407842,6579.795300000007,7997.005411035811
SKU0012,Groceries,2025-01-04,449.277,487.49,56.00000000000001,51.58483627134783,25159.512000000002,25147.091833919356,4999.512,6576.550776234136
SKU0013,Groceries,2025-01-04,388.77,318.49,53.30000000000001,64.97876599636173,20721.441000000003,20695.087182181247,5797.441000000001,2501.0327031999636
SKU0014,Apparel,2025-01-04,594.3900000000001,628.99,40.400000000000006,37.82563803293928,24013.356000000007,23791.94806633848,3813.3560000000048,4879.129049868839
SKU0015,Apparel,2025-01-04,2000.839,2108.99,17.800000000000004,16.663787374800265,35614.93420000001,35143.76093558001,7134.934200000001,8481.701135899582
SKU0016,Apparel,2025-01-04,3282.9310000000005,2814.99,21.6,26.217599806115757,70911.30960000002,73802.2812782178,23391.30960000001,16123.561704763124
SKU0017,Apparel,2025-01-04,3273.982000000001,3667.49,19.700000000000003,16.985384210469338,64497.445400000026,62293.72673805419,9337.445400000019,14734.650948740042
SKU0018,Apparel,2025-01-04,2418.0480000000007,2659.49,26.1,23.166803485469075,63111.05280000002,61611.882201570144,13521.05280000002,17594.955579178903
SKU0019,Apparel,2025-01-04,2225.7610000000004,1833.99,24.500000000000004,31.021415905569008,54531.14450000002,56892.9665566545,17781.144500000013,10360.842698300992
SKU0020,Home & Kitchen,2025-01-04,6653.447000000001,6238.49,20.300000000000004,22.192367904033595,135064.97410000005,138446.86524563454,33564.97410000003,27485.025725466563
SKU0021,Home & Kitchen,2025-01-04,4489.594000000001,4992.99,16.800000000000004,14.53750266639568,75425.17920000004,72585.60543828696,11585.179200000019,17343.095305983377
SKU0022,Home & Kitchen,2025-01-04,4812.309000000001,4038.49,19.200000000000003,24.132701311154083,92396.33280000003,97459.67291808265,30956.332800000026,20235.028722389583
SKU0023,Home & Kitchen,2025-01-04,7348.725000000001,8765.99,23.6,18.20343143601565,173429.91000000003,159571.09793379882,20029.910000000033,41248.7935996971
SKU0024,Home & Kitchen,2025-01-04,2271.9110000000005,2421.99,20.000000000000004,18.45444860616227,45438.220000000016,44696.48997963895,9438.220000000012,11478.482488546866
SKU0025,Home & Kitchen,2025-01-04,1880.7290000000005,1752.99,16.700000000000003,18.223858518689955,31408.174300000013,31946.241744678304,8028.17430000001,6432.839818512367
SKU0026,Beauty & Personal Care,2025-01-04,1216.989,1162.99,35.300000000000004,36.76359328482717,42959.71170000001,42755.69135432115,11189.711700000002,9668.457397976697
SKU0027,Beauty & Personal Care,2025-01-04,646.4460000000001,620.49,31.000000000000007,32.16514583165087,20039.82600000001,19958.151337081046,4539.8260000000055,3875.578421255613
SKU0028,Beauty & Personal Care,2025-01-04,733.4280000000001,861.49,43.30000000000001,36.86125277723817,31757.432400000012,31755.600655062914,3612.4324000000056,7795.786349858101
